Date,District 1,District 2,District 3,District 4,District 5,District 6,District 7,District 8,District 9
09/03/2019,283.52,75.74,204.49,147.26,159.45,95.61,76.19,81.49,55.07
09/04/2019,284.02,76.26,204.46,149.19,159.36,96.8,75.31,82.95,56.94
09/05/2019,283.1,75.09,205.65,149.23,157.39,97.5,78.8,79.71,57.08
09/06/2019,281.34,76.9,206.56,148.76,157.71,93.66,76.18,79.34,53.7
09/07/2019,282.67,75.9,204.81,149.29,159.61,94.53,75.66,80.57,54.71
09/08/2019,282.67,75.9,204.81,149.29,159.61,94.53,75.66,80.57,54.71
09/09/2019,283.99,74.9,203.06,149.81,161.5,95.39,75.13,81.79,55.71
09/10/2019,285.27,76.62,206.9,149.13,161.88,93.28,78.26,79.48,53.42
09/11/2019,281.27,76.67,206.7,149.21,161.67,96.9,77.08,81.56,53.61
09/12/2019,283.88,76.77,206.53,149.28,160.24,95.05,76.62,83.2,56.7
09/13/2019,284.82,74.8,204.25,147.46,161.87,93.69,76.98,80.85,53.53
09/14/2019,284.63,74.1,205.31,147.37,160.31,95.34,76.85,82.26,54.53
09/15/2019,284.63,74.1,205.31,147.37,160.31,95.34,76.85,82.26,54.53
09/16/2019,284.44,73.39,206.36,147.27,158.74,96.98,76.72,83.66,55.52
09/17/2019,283.84,75.19,203.81,145.83,157.78,93.54,77.98,80.15,55.73
09/18/2019,284.73,75.14,206.71,146.63,157.61,95.81,74.92,79.26,56.32
09/19/2019,283.52,74.82,203.17,147.2,161.4,96.53,76.68,79.65,57.85
09/20/2019,281.58,77.33,203.84,147.55,159.11,97.44,76.31,82.26,53.78
09/21/2019,283.1,75.83,203.76,147.44,160.46,95.76,77.1,82.44,54.96
09/22/2019,283.1,75.83,203.76,147.44,160.46,95.76,77.1,82.44,54.96
09/23/2019,284.62,74.33,203.67,147.32,161.8,94.07,77.89,82.62,56.14
09/24/2019,281.02,74.23,202.16,147.91,157.53,96.96,77.61,83.93,56.5
09/25/2019,284.09,75.8,204.73,149.95,160.44,95.64,76.27,80.08,56.1
09/26/2019,281.88,73.25,202.82,147.03,157.29,97.22,78.94,81.77,55.85
09/27/2019,281.87,77.59,206.7,147.88,158.49,97.35,76,80.46,53.26
09/28/2019,282.02,75.44,206.51,147.62,159.77,95.94,75.87,81.91,54.54
09/29/2019,282.02,75.44,206.51,147.62,159.77,95.94,75.87,81.91,54.54
09/30/2019,282.17,73.29,206.31,147.35,161.04,94.52,75.74,83.35,55.81
10/01/2019,284.12,76.99,206.41,134.64,163.22,94.9,77.25,82.87,57.99
10/02/2019,283,76.97,204.32,133.86,162.12,96.1,79.05,83.36,57.53
10/03/2019,285.08,75.7,207.66,134.55,162.35,94.04,77.55,84.48,58.21
10/04/2019,284.54,76.86,208.41,136.84,164.81,95.23,80,80.52,58.41
10/05/2019,283.69,77.08,206.75,136.19,163.98,95.64,78.75,80.4,58.28
10/06/2019,283.69,77.08,206.75,136.19,163.98,95.64,78.75,80.4,58.28
10/07/2019,282.84,77.3,205.08,135.54,163.15,96.05,77.5,80.27,58.14
10/08/2019,282.59,76.18,208.7,134.61,161.22,96.09,75.34,82.05,58.82
10/09/2019,285.1,75.9,205.56,136.48,165.27,95.5,75.88,80.03,57
10/10/2019,283.98,76.53,206.92,135.92,163.24,95.44,77.77,81.53,57.95
10/11/2019,282.86,77.15,208.27,135.35,161.21,95.38,79.65,83.02,58.89
10/12/2019,283.19,77.96,208.42,135.74,163.16,95.71,78.81,83.92,58.06
10/13/2019,283.19,77.96,208.42,135.74,163.16,95.71,78.81,83.92,58.06
10/14/2019,283.51,78.77,208.56,136.12,165.11,96.03,77.96,84.82,57.22
10/15/2019,286.7,78.51,208.83,133.43,165.99,95.28,78.72,83.67,58.74
10/16/2019,284.85,76.63,207.43,134.03,163.46,92.42,79.26,82.05,56.33
10/17/2019,285.8,75.86,205.54,133.61,162.52,95.28,78.22,82.03,55.06
10/18/2019,286.73,77.57,206.41,134.91,161.24,95.25,79.23,84.04,59.42
10/19/2019,286.35,76.34,206.55,135.05,162.1,95.27,78.71,83.65,58.5
10/20/2019,286.35,76.34,206.55,135.05,162.1,95.27,78.71,83.65,58.5
10/21/2019,285.97,75.11,206.68,135.19,162.96,95.28,78.18,83.25,57.57
10/22/2019,286.93,78.77,207.98,133.95,163.58,94.81,79.68,81.93,56.53
10/23/2019,283.01,78.49,204.31,132.73,162.41,95.24,79.51,82.36,57.27
10/24/2019,285.21,78.87,204.34,136.89,162.98,95.13,79.66,82.11,55.13
10/25/2019,283.34,75.52,205.25,134.66,165.18,94.57,79.49,84.2,56.42
10/26/2019,282.81,76.71,204.82,133.47,163.16,93.37,77.81,83.09,57.76
10/27/2019,282.81,76.71,204.82,133.47,163.16,93.37,77.81,83.09,57.76
10/28/2019,282.27,77.9,204.38,132.27,161.13,92.16,76.12,81.97,59.09
10/29/2019,284.49,74.89,206.89,132.82,165.99,96.06,78.97,82.32,56.93
10/30/2019,284.42,75.22,206.19,133.61,161.86,93.54,78.68,80.09,57.38
10/31/2019,285.61,78.83,206.66,136.24,162.71,96.33,76.39,80.96,58.92
11/01/2019,258.59,72.59,204.16,127.76,158.46,95.55,79.72,83.72,57.8
11/02/2019,258.75,71.57,205.27,128.74,159.52,96.09,79.39,82.97,57.69
11/03/2019,258.75,71.57,205.27,128.74,159.52,96.09,79.39,82.97,57.69
11/04/2019,258.91,70.54,206.38,129.71,160.58,96.62,79.06,82.21,57.57
11/05/2019,260.73,70.86,206.74,128.93,159.17,93.97,79.77,82.13,56.65
11/06/2019,260.23,71.78,206.14,129.85,159.88,96.47,80.26,82.85,56.9
11/07/2019,257.25,75,206.1,126.62,158.77,93.76,78.73,83.67,56.48
11/08/2019,259.04,74.92,205.35,127.98,159.91,96.66,80.28,82.75,56.08
11/09/2019,259.33,74.47,204.2,126.58,159.83,96.9,78.81,83.73,56.48
11/10/2019,259.33,74.47,204.2,126.58,159.83,96.9,78.81,83.73,56.48
11/11/2019,259.62,74.01,203.05,125.17,159.74,97.14,77.33,84.71,56.88
11/12/2019,260.9,74.25,206.51,128.87,159.73,95.51,81.93,82.54,55.12
11/13/2019,256.46,74.19,203.19,126.99,158.72,95,80.69,81.3,58.87
11/14/2019,258.33,70.19,204.59,129.19,158.9,94.66,77.24,81.82,57.86
11/15/2019,256.3,72.26,204.24,125.44,156.37,93.96,80.67,84.48,56.37
11/16/2019,256.97,73.59,205.53,127.4,158.05,95.1,79.52,84.71,56.98
11/17/2019,256.97,73.59,205.53,127.4,158.05,95.1,79.52,84.71,56.98
11/18/2019,257.64,74.92,206.81,129.36,159.72,96.23,78.37,84.93,57.59
11/19/2019,260.02,74.69,202.53,128.23,159.93,96.82,78.5,82.13,56.51
11/20/2019,258.69,70.45,203.07,128.53,157.22,97.34,81.4,82.58,58.54
11/21/2019,259.19,73.61,203.35,128.42,159.12,96.32,78.74,82.81,57.6
11/22/2019,258.05,70.18,206.85,127.3,156.25,96.7,77.52,82.47,57.79
11/23/2019,257.54,71.02,206.33,126.86,157.96,94.99,79.69,83.06,56.76
11/24/2019,257.54,71.02,206.33,126.86,157.96,94.99,79.69,83.06,56.76
11/25/2019,257.03,71.86,205.8,126.41,159.67,93.28,81.85,83.64,55.73
11/26/2019,256.59,70.1,202.54,128.53,160.25,95.03,77.7,85.18,58.65
11/27/2019,256.15,71,202.22,129.43,159.77,94.78,77.88,84.82,57.07
11/28/2019,258.84,74.51,203.94,125.23,159.29,95.5,78.1,81.06,58.81
11/29/2019,260.93,73.67,204.03,129.81,158.49,94.63,81.51,84.99,58.1
11/30/2019,254.27,74.3,204.17,125.9,158.71,93.49,80.35,85.94,57.55
12/01/2019,254.27,74.3,204.17,125.9,158.71,93.49,80.35,85.94,57.55
12/02/2019,247.6,74.93,204.3,121.98,158.93,92.35,79.19,86.89,57
12/03/2019,247.32,75.49,204.06,122.37,159.94,91.19,79.27,88.09,57.51
12/04/2019,248.34,73.81,203.82,122.32,159.1,92.1,79.59,87.54,56.17
12/05/2019,248.54,72.6,202.65,123.36,156.13,91.33,78.36,88.52,58.83
12/06/2019,247.54,74.7,205.18,120.15,157.29,91.26,80.26,87.3,55.84
12/07/2019,246.99,74.1,203.62,119.72,158.28,91.91,79.7,85.73,56.95
12/08/2019,246.99,74.1,203.62,119.72,158.28,91.91,79.7,85.73,56.95
12/09/2019,246.43,73.49,202.05,119.28,159.27,92.55,79.14,84.16,58.05
12/10/2019,248.72,74.13,204.81,121.31,157.65,94.28,80.25,87.47,57.9
12/11/2019,246.51,75.02,205.01,119.58,159.58,94.39,77.67,84.32,58.68
12/12/2019,249.41,72.86,203.82,123.55,157.39,92.71,79.31,87.24,55.45
12/13/2019,246.31,76.14,204.85,121.42,156.38,91,78.58,84.75,56.69
12/14/2019,247.23,74.8,203.74,121.93,156.48,92.37,79.98,85.94,57.02
12/15/2019,247.23,74.8,203.74,121.93,156.48,92.37,79.98,85.94,57.02
12/16/2019,248.15,73.45,202.62,122.44,156.57,93.73,81.37,87.13,57.35
12/17/2019,248.32,75.16,203.07,120.4,159.63,90.89,81.34,86.99,55.93
12/18/2019,247.99,74.3,206.47,121.33,160.88,93.18,78.76,84.29,56.22
12/19/2019,246.73,74.73,206.13,119.4,157.22,92.01,77.4,84.07,56.21
12/20/2019,248.14,72.28,206.26,122.59,159.65,90.15,79.75,88.07,57.9
12/21/2019,247.72,72.84,206.1,121.92,160.09,91.49,80.24,86.68,58.26
12/22/2019,247.72,72.84,206.1,121.92,160.09,91.49,80.24,86.68,58.26
12/23/2019,247.3,73.39,205.93,121.24,160.53,92.82,80.73,85.29,58.61
12/24/2019,247.8,76.06,204.86,123.8,158.21,90.25,79.95,84.14,55.94
12/25/2019,247.18,72.96,202.21,120.21,159.69,91.81,78.37,85.16,55.23
12/26/2019,245.57,72.39,203.42,123.81,159.3,93.49,81.8,84.49,55.6
12/27/2019,248.44,76.57,206.18,123.75,159.38,94.02,81.43,85.01,56.83
12/28/2019,247.76,75.04,204.38,121.82,158.3,92.42,80.37,86.86,56.76
12/29/2019,247.76,75.04,204.38,121.82,158.3,92.42,80.37,86.86,56.76
12/30/2019,247.07,73.51,202.57,119.89,157.21,90.81,79.31,88.71,56.68
12/31/2019,249.85,74.93,203.42,120.17,158.05,90.22,77.73,84.39,57.33
01/01/2020,248.05,73.88,193.59,121.46,154.75,90.34,78.56,86.12,57.95
01/02/2020,246.24,72.83,183.75,122.74,151.45,90.45,79.39,87.85,58.57
01/03/2020,247.7,70.79,183.03,120.28,151.93,90.78,81.93,86.96,59.94
01/04/2020,246.17,70.66,184.21,121.59,150.8,91.61,80.61,86.75,58.42
01/05/2020,246.17,70.66,184.21,121.59,150.8,91.61,80.61,86.75,58.42
01/06/2020,244.64,70.53,185.39,122.9,149.67,92.44,79.28,86.54,56.9
01/07/2020,245.8,70.8,182.79,122.26,153.83,89.8,79.33,85.47,56.03
01/08/2020,248.09,71.5,182.49,123.09,149.31,88.05,81.88,88.62,57.08
01/09/2020,248.29,71.21,183,121.72,152.94,88.57,79.06,86.56,56.35
01/10/2020,246.57,72.38,181.8,122.49,149.84,89.8,78.16,85.65,60.37
01/11/2020,247.02,73.66,183.82,121.98,149.79,91.19,77.75,85.87,59.97
01/12/2020,247.02,73.66,183.82,121.98,149.79,91.19,77.75,85.87,59.97
01/13/2020,247.47,74.94,185.83,121.46,149.73,92.58,77.34,86.08,59.56
01/14/2020,245.67,71.27,181.47,121.33,150.34,88.32,77.98,89.54,60.43
01/15/2020,245.61,71,185.13,120.19,149.66,91.77,77.6,85.97,56.55
01/16/2020,247.1,73.03,185.86,121.96,150.64,90.06,80.1,88.71,57.96
01/17/2020,246.85,72.18,185.85,123.14,150.71,89.74,80.69,89.24,57.21
01/18/2020,246.85,72.18,185.85,123.14,150.71,89.74,80.69,89.24,57.21
01/19/2020,246.85,72.18,185.85,123.14,150.71,89.74,80.69,89.24,57.21
01/20/2020,246.59,71.32,185.84,124.32,150.78,89.42,81.27,89.76,56.45
01/21/2020,248.72,73.79,184.57,122.62,151.74,89.98,77.94,89.38,56.01
01/22/2020,247.74,70.65,181.86,120.87,152.28,88.6,80.33,86.52,59.64
01/23/2020,246.65,72.6,183.35,121.18,153.05,89.27,80.56,87.17,57.9
01/24/2020,246.65,72.6,183.35,121.18,153.05,89.27,80.56,87.17,57.9
01/25/2020,246.65,72.6,183.35,121.18,153.05,89.27,80.56,87.17,57.9
01/26/2020,246.65,72.6,183.35,121.18,153.05,89.27,80.56,87.17,57.9
01/27/2020,246.65,72.6,183.35,121.18,153.05,89.27,80.56,87.17,57.9
01/28/2020,246.65,72.6,183.35,121.18,153.05,89.27,80.56,87.17,57.9
01/29/2020,246.65,72.6,183.35,121.18,153.05,89.27,80.56,87.17,57.9
01/30/2020,245.56,74.55,184.84,121.49,153.81,89.93,80.79,87.82,56.15
01/31/2020,244.65,73.04,183.8,120.8,153.42,89.1,81.49,89.8,60.01
02/01/2020,243.72,72.77,184.19,121.14,158.58,91.52,80.99,89.52,58.54
02/02/2020,243.72,72.77,184.19,121.14,158.58,91.52,80.99,89.52,58.54
02/03/2020,242.78,72.5,184.57,121.48,163.74,93.93,80.48,89.24,57.06
02/04/2020,243.25,74.08,182.8,122.59,163.56,94.45,82.15,91.79,56.62
02/05/2020,241.31,73.24,185.84,119.83,163.39,94.21,80.15,91.96,58.12
02/06/2020,241.61,71.88,185.94,121.8,163.59,93.31,78.65,88.14,55.85
02/07/2020,244.86,71.69,182.55,121.92,164.24,95.83,78.13,88,58.45
02/08/2020,242.9,72.25,183.82,122.95,163.01,95.63,78.53,89.51,59.15
02/09/2020,242.9,72.25,183.82,122.95,163.01,95.63,78.53,89.51,59.15
02/10/2020,240.94,72.81,185.08,123.97,161.77,95.43,78.93,91.01,59.85
02/11/2020,242.24,74.31,183.39,120.63,164.69,92.22,78.07,89.8,57.51
02/12/2020,243.92,73.39,185.05,121.32,164.97,94.39,81.66,90.76,56.79
02/13/2020,240.65,72.02,183.33,122.23,162.25,94.65,79.13,91.81,56.22
02/14/2020,244.01,73.58,182.82,120.67,165.12,95.88,79.6,87.42,59.14
02/15/2020,244.15,72.03,184.32,121.77,165.37,93.7,81.02,87.8,58.22
02/16/2020,244.15,72.03,184.32,121.77,165.37,93.7,81.02,87.8,58.22
02/17/2020,244.29,70.47,185.82,122.86,165.61,91.52,82.43,88.17,57.29
02/18/2020,244.52,73.94,185.52,122.68,164.77,91.15,82.92,90.52,58.54
02/19/2020,242.13,74.85,185.4,123.23,162.87,95.18,82.38,90.18,58.53
02/20/2020,240.79,74.98,185.88,119.32,164.36,93.2,81.74,87.88,59.08
02/21/2020,244.21,70.42,186.69,121.28,161.31,92.73,80.94,90.01,58.8
02/22/2020,243.2,71.45,184.82,121.09,161.4,92.73,80.31,90.8,58.89
02/23/2020,243.2,71.45,184.82,121.09,161.4,92.73,80.31,90.8,58.89
02/24/2020,242.18,72.47,182.95,120.89,161.48,92.73,79.67,91.58,58.98
02/25/2020,244.2,74.6,186.9,122.59,165.2,94.5,78.3,90.18,58.97
02/26/2020,244.75,71.31,183.8,122.14,163.89,92.84,81.37,90.97,56.12
02/27/2020,241.83,70.5,184.63,122.5,163.34,92.19,80.8,89.6,59.96
02/28/2020,240.01,70.91,182.92,120.17,164.03,95.18,78.93,89.02,58.97
02/29/2020,224.57,72.33,181.62,113.87,167.98,94.29,81.38,89.87,59.4
03/01/2020,224.57,72.33,181.62,113.87,167.98,94.29,81.38,89.87,59.4
03/02/2020,209.13,73.74,180.32,107.56,171.92,93.4,83.82,90.71,59.82
03/03/2020,211.47,71.3,182.36,109.34,171.93,94.82,81.59,90.1,59.32
03/04/2020,210.02,75.02,182.22,107.15,169.87,92.06,82.5,91.13,61.15
03/05/2020,210.27,73.33,178.5,109.11,172.53,94.83,83.95,88.22,59.47
03/06/2020,211.68,72.28,178.04,106.17,172.23,95.71,83.89,91.1,57.45
03/07/2020,211.46,73.89,178.53,105.91,172.7,94.13,83.55,90.98,59.24
03/08/2020,211.46,73.89,178.53,105.91,172.7,94.13,83.55,90.98,59.24
03/09/2020,211.23,75.49,179.02,105.64,173.17,92.55,83.2,90.85,61.03
03/10/2020,211.19,71.86,180.82,107.84,173.22,92.39,84.38,89.45,60.01
03/11/2020,208.83,74.16,180.49,105.19,170.83,95,82.15,91.96,58.8
03/12/2020,210.09,71.45,181.46,109.64,173.57,91.49,83.24,91.19,57.87
03/13/2020,208.74,75.12,180.57,106.71,170.76,91.51,81.01,91.5,61.84
03/14/2020,209.84,74.47,180.87,106.7,170.26,93.75,81.81,91.91,60.66
03/15/2020,209.84,74.47,180.87,106.7,170.26,93.75,81.81,91.91,60.66
03/16/2020,210.94,73.82,181.17,106.69,169.76,95.99,82.61,92.32,59.48
03/17/2020,208.51,71.87,181.93,106.09,173.94,95.86,83.84,92.6,57.69
03/18/2020,208.31,71.62,180.71,105.63,172.63,93.67,83.25,92.27,61.35
03/19/2020,207.41,75.62,180.03,109.83,169.84,93.97,81.24,90.17,61.04
03/20/2020,209.44,72.97,181.78,105.5,171.15,92.49,84.19,90.07,57.82
03/21/2020,210.25,72.79,180.34,107.35,171.63,92.22,84.59,89.54,59.61
03/22/2020,210.25,72.79,180.34,107.35,171.63,92.22,84.59,89.54,59.61
03/23/2020,211.05,72.6,178.9,109.19,172.11,91.94,84.98,89,61.4
03/24/2020,207.76,71.45,182.78,108.48,173.59,95.9,82.32,92.74,61.21
03/25/2020,210.62,74.87,178.28,106.75,172.3,93.03,81.62,90.77,60.08
03/26/2020,208.43,74.8,182.9,105.57,171.7,91.12,85.78,91.48,59.87
03/27/2020,209.73,75.48,179.91,107.84,170.71,92.58,82.36,89.43,58.21
03/28/2020,208.79,74.34,180.01,107.9,169.98,92.35,84.03,89.23,59.1
03/29/2020,208.79,74.34,180.01,107.9,169.98,92.35,84.03,89.23,59.1
03/30/2020,207.84,73.19,180.1,107.95,169.24,92.11,85.7,89.03,59.98
03/31/2020,208.66,72.28,178.94,108.07,170.04,94.28,83.15,93,61.71
04/01/2020,207.77,71.83,179.56,109.34,184.6,95.82,85.4,91.5,59.33
04/02/2020,207.98,72.5,179.45,108.72,184.34,95.22,84.96,91.75,58.5
04/03/2020,208.19,73.17,179.33,108.09,184.07,94.62,84.52,92,57.66
04/04/2020,207.02,71.63,179.8,108.51,184.64,94.92,84.02,92.87,59.57
04/05/2020,207.02,71.63,179.8,108.51,184.64,94.92,84.02,92.87,59.57
04/06/2020,205.84,70.08,180.27,108.92,185.21,95.21,83.52,93.73,61.48
04/07/2020,208.05,70.54,177.06,110.97,183.14,96.54,86.4,93.63,60.52
04/08/2020,206.68,73.8,177.54,110.17,182.66,97.08,87.64,90.58,60.22
04/09/2020,209.47,69.66,178.85,107.07,183.76,96.67,87.17,93.55,57.03
04/10/2020,206.39,73.11,179.83,111.53,186.48,94.95,87.84,92.7,59.77
04/11/2020,207.12,72.24,179.23,111.76,186.14,95.29,87.6,92.14,59.85
04/12/2020,207.12,72.24,179.23,111.76,186.14,95.29,87.6,92.14,59.85
04/13/2020,207.84,71.36,178.62,111.99,185.8,95.63,87.36,91.58,59.92
04/14/2020,208.39,71.19,177.22,107.91,186.44,97.54,83.73,90.43,60.46
04/15/2020,208.93,69.62,177.26,107.38,184.51,96.65,84.58,92.45,57.64
04/16/2020,205.24,71.62,178.29,109.4,184.58,94.18,87.34,92.37,59.48
04/17/2020,205.24,71.25,178.02,107.14,186.42,95,87.27,92.77,60.71
04/18/2020,206.89,70.26,179.59,109.55,186.28,94.88,86.05,91.53,60.24
04/19/2020,206.89,70.26,179.59,109.55,186.28,94.88,86.05,91.53,60.24
04/20/2020,208.54,69.27,181.16,111.96,186.13,94.75,84.82,90.28,59.76
04/21/2020,209.98,69.86,177.18,111.36,182.99,94.98,85.58,92.36,61.17
04/22/2020,207.49,69.12,181.83,107.31,182.67,96.54,86.99,92.16,60.58
04/23/2020,205.45,70.25,179.59,110.64,182.68,95.1,84.4,91.3,61.35
04/24/2020,209.55,70.52,179.43,109.16,186.89,95.26,86.82,90.99,59.85
04/25/2020,208.27,70.48,179.69,108.68,186.03,95.86,86.21,90.83,58.98
04/26/2020,208.27,70.48,179.69,108.68,186.03,95.86,86.21,90.83,58.98
04/27/2020,206.99,70.43,179.95,108.19,185.16,96.46,85.6,90.67,58.1
04/28/2020,207.92,69.05,178.94,111.29,186.88,94.69,84.8,93.49,57.17
04/29/2020,207.67,69.93,180.7,108.26,182.7,95.1,85.68,91.42,58.46
04/30/2020,211.55,71.5,180.98,109.44,189.2,94.82,86.52,91.75,58.27
05/01/2020,211.55,71.5,180.98,109.44,189.2,94.82,86.52,91.75,58.27
05/02/2020,215.42,73.07,181.26,110.62,195.7,94.53,87.35,92.08,58.08
05/03/2020,217.8,71.3,183.82,110.05,197.55,94.82,87.86,90.7,56.04
05/04/2020,217.68,72.79,180.96,108.45,197.72,92.72,87.85,90.26,60.29
05/05/2020,215.2,75.97,181.67,112.48,193.48,95.71,85.9,91.93,59.64
05/06/2020,216.02,71.51,181.76,112.35,194.09,95.17,87.1,91.51,57.78
05/07/2020,215.04,72.14,180.09,111.42,193.84,93.06,86.89,91.86,56.53
05/08/2020,217.73,71.37,179.91,108.7,194.03,92.98,86.63,94.09,60.46
05/09/2020,217.48,72.92,180.99,108.72,194.61,94.32,86.11,94.27,60.53
05/10/2020,217.48,72.92,180.99,108.72,194.61,94.32,86.11,94.27,60.53
05/11/2020,217.23,74.46,182.06,108.74,195.19,95.66,85.58,94.45,60.6
05/12/2020,215.7,72.94,183.72,108.72,193.87,92.93,88.01,91.31,60.84
05/13/2020,214.79,74.93,180.94,108.16,195.48,93.17,85.89,90.65,60.56
05/14/2020,217.48,74.5,182.64,110.25,193.06,92.29,86.93,94.3,60.64
05/15/2020,216.87,73.55,179.96,110.38,196.69,94.95,87.38,94.16,60.84
05/16/2020,216.17,74.24,180.28,111.41,196.41,95.45,88.47,94.2,58.7
05/17/2020,216.17,74.24,180.28,111.41,196.41,95.45,88.47,94.2,58.7
05/18/2020,215.47,74.93,180.59,112.44,196.12,95.95,89.55,94.24,56.55
05/19/2020,216.5,74.81,182.24,109.6,197.96,94.93,87.53,93.51,60.9
05/20/2020,213.94,71.15,182.42,109.61,195.21,95.77,89.41,93.69,56.1
05/21/2020,216.77,71.93,181.4,109.64,195.82,96.73,88.65,90.81,56.84
05/22/2020,216.52,71.59,183.13,112.34,195.15,96.67,88.24,92.02,57.86
05/23/2020,217,72.57,182.17,111.54,196.33,96.16,88.75,93.05,57.81
05/24/2020,217,72.57,182.17,111.54,196.33,96.16,88.75,93.05,57.81
05/25/2020,217.48,73.55,181.2,110.73,197.51,95.65,89.25,94.08,57.75
05/26/2020,217.13,74.29,183.99,112.41,197.98,92.13,89.41,92.74,57.08
05/27/2020,217.35,71.47,181.36,108.37,197.69,96.57,89.82,91.58,60.69
05/28/2020,213.99,74.71,179.9,109.2,197.14,94.74,87.57,93.31,60.89
05/29/2020,213.93,72.5,182.4,111.62,196.34,96.8,85.3,90.76,58.29
05/30/2020,220.43,71.61,182.75,110.23,192.9,99.23,85.68,91.36,59
05/31/2020,220.43,71.61,182.75,110.23,192.9,99.23,85.68,91.36,59
06/01/2020,226.93,70.71,183.1,108.83,189.46,101.66,86.05,91.96,59.7
06/02/2020,228.51,70.49,182.65,109.07,189.4,100.42,85.51,91.55,59.39
06/03/2020,225.21,70.64,183.52,110.31,189.46,101.98,84.82,92.3,57.47
06/04/2020,228.71,69.01,184.88,108.7,189.73,102.81,88.38,90.83,60.71
06/05/2020,224.02,68.76,184.4,107.78,191.21,103.67,87.07,92.12,60.33
06/06/2020,224.83,69.56,183,108.97,190.64,102.48,87.89,91.54,59.41
06/07/2020,224.83,69.56,183,108.97,190.64,102.48,87.89,91.54,59.41
06/08/2020,225.63,70.35,181.6,110.16,190.07,101.28,88.7,90.96,58.49
06/09/2020,228.51,69.64,184.71,110.36,188.17,101.89,88.21,91.82,57.89
06/10/2020,226.98,70.5,181.72,106.92,187.59,102.41,85.35,93.13,57.85
06/11/2020,226.57,69.57,181.22,108.9,188.94,101.6,85.25,90.48,58.55
06/12/2020,227.15,69.68,181.74,109.16,189.83,101.05,85.13,90.09,59.82
06/13/2020,225.82,70.36,181.7,107.6,189.63,100.15,84.73,90.41,58.76
06/14/2020,225.82,70.36,181.7,107.6,189.63,100.15,84.73,90.41,58.76
06/15/2020,224.48,71.03,181.65,106.04,189.42,99.25,84.33,90.72,57.69
06/16/2020,225.28,68.85,183.81,109.52,188.03,103.82,84.32,90.46,60.37
06/17/2020,227.85,69.44,183.58,106.57,188.1,100.46,88.91,93.67,60.27
06/18/2020,228.81,69.34,181.77,107.21,187.83,99.71,85.17,91.32,59.12
06/19/2020,228.13,72.49,183.98,109.46,190.73,99.95,84.41,93.18,59.06
06/20/2020,228.23,70.31,184.41,109.48,189.15,99.69,85.5,92.52,58.61
06/21/2020,228.23,70.31,184.41,109.48,189.15,99.69,85.5,92.52,58.61
06/22/2020,228.32,68.12,184.84,109.49,187.57,99.43,86.58,91.86,58.15
06/23/2020,226.57,70.44,183.21,107.07,187.45,103.27,85.78,92.44,61.25
06/24/2020,225.53,69.92,181.16,106.29,187.37,102.22,85.84,90.27,60.36
06/25/2020,227.58,68.66,184.71,109.1,190.87,101.75,85.07,92.05,60.18
06/26/2020,224.7,68.43,184.13,106.66,189.32,100.24,84.62,90.8,60.6
06/27/2020,225.19,69.22,184.16,107.15,189.34,102.09,85.06,91.05,59.95
06/28/2020,225.19,69.22,184.16,107.15,189.34,102.09,85.06,91.05,59.95
06/29/2020,225.68,70.01,184.18,107.63,189.35,103.93,85.5,91.29,59.29
06/30/2020,226.69,69.57,183.42,110.49,187.79,102.7,86.19,91,57.26
07/01/2020,226.11,72.46,179.74,107.26,193.68,101.33,85.09,91.44,58.93
07/02/2020,228.68,70.54,177.83,105.57,191.4,99.76,83.28,90.05,60.93
07/03/2020,228.86,71.62,180.28,108.36,194.9,101.58,84.84,92.06,58.61
07/04/2020,228.41,72.04,179.71,107.86,194.1,102.62,84.43,92.91,57.38
07/05/2020,228.41,72.04,179.71,107.86,194.1,102.62,84.43,92.91,57.38
07/06/2020,227.96,72.46,179.14,107.35,193.29,103.66,84.02,93.76,56.14
07/07/2020,224.19,73.98,180.83,105.26,195.78,103.98,85.3,90.88,60.48
07/08/2020,225.99,71.81,178.96,107.85,192.47,101.08,87.5,92.64,57.17
07/09/2020,227.53,71.23,181.91,109.09,193.32,100.51,86.21,90.06,59.93
07/10/2020,227.83,70.49,180.77,107.89,195.4,101.3,86.57,92.1,60.89
07/11/2020,227.54,70.97,180.86,107.15,193.89,100.97,84.93,91.59,60.64
07/12/2020,227.54,70.97,180.86,107.15,193.89,100.97,84.93,91.59,60.64
07/13/2020,227.24,71.44,180.95,106.4,192.38,100.63,83.28,91.08,60.38
07/14/2020,224.21,73.51,180.91,105.18,191.11,102.19,87.3,90.35,58.84
07/15/2020,226.64,72.78,178.16,106.28,195.02,102.85,86.38,93.3,59.2
07/16/2020,227.63,74.39,177.79,108.22,193.59,100.74,86.5,93.95,58.16
07/17/2020,227.82,74.58,181.76,107.64,195.26,102.95,83.1,92.6,58.01
07/18/2020,226.61,73.48,180.03,107.04,194.73,101.52,83.41,92.13,58.92
07/19/2020,226.61,73.48,180.03,107.04,194.73,101.52,83.41,92.13,58.92
07/20/2020,225.4,72.38,178.29,106.43,194.19,100.08,83.71,91.65,59.82
07/21/2020,226.96,72.37,178.46,105.85,192.71,102.29,83.46,92.59,59.97
07/22/2020,224.49,71.92,181.84,106.49,193.68,103.2,84.95,93.15,57.24
07/23/2020,225.07,71.56,181,105.66,192.16,101.87,86.27,90.07,58.28
